asset,asset_class,fast,slow,mode,is_start,split,oos_end,is_bars,oos_bars,is_sharpe,oos_sharpe,is_calmar,oos_calmar,is_max_dd,oos_max_dd,is_cagr,oos_cagr,oos_vol,bh_is_sharpe,bh_oos_sharpe,oos_beats_bh
fut_commodity/GAS_US,fut_commodity,12,26,long,1990-09-04,2010-10-29,2024-03-28,5047,3365,0.002447529094856088,-0.09211453457842138,-0.00519922789774259,-0.0696272856678235,-0.4119243084410762,-0.6205520631862709,-0.002141688356205167,-0.043207355775227746,0.21775840124151732,-0.31537007770236924,-0.3071912770841211,True
fut_commodity/GAS_US,fut_commodity,13,48,long,1990-10-04,2010-11-11,2024-03-28,5034,3356,0.09710006942243841,-0.12894258633042607,0.013877156297303395,-0.08343083563214015,-0.3054646529305653,-0.6138555825702907,0.00423898073201899,-0.051214484211293564,0.21884799457705756,-0.32128336223992504,-0.3046490089857406,True
fut_commodity/GAS_US,fut_commodity,20,50,long,1990-10-08,2010-11-11,2024-03-28,5032,3356,0.11554727629698709,-0.12332731112100548,0.021385417242393297,-0.08814998024226453,-0.25470591819752875,-0.5662045697707025,0.005446992334761048,-0.04991092163836732,0.21840932255007867,-0.3213472175212963,-0.3046490089857406,True
fut_commodity/GAS_US,fut_commodity,20,60,long,1990-10-22,2010-11-17,2024-03-28,5026,3352,0.049121420127495354,-0.1413339759844976,0.003551168034852314,-0.09193489265588166,-0.2990983726745491,-0.6067513103817096,0.0010621485803182036,-0.05578161658875801,0.2243592967723922,-0.3181924101810076,-0.3064395854299892,True
fut_commodity/GAS_US,fut_commodity,20,100,long,1990-12-18,2010-12-10,2024-03-28,5002,3336,0.15954150147731513,-0.01389701438316583,0.04104596579287807,-0.06046341595213354,-0.20287837487248223,-0.4833145518882816,0.0083273388351306,-0.029222848786540197,0.22804893358000122,-0.30313176217114374,-0.31233990892233965,True
fut_commodity/GAS_US,fut_commodity,21,55,long,1990-10-15,2010-11-15,2024-03-28,5029,3354,0.07932140576587887,-0.07457213000321777,0.011617011656379562,-0.07127545743717972,-0.26358227190808464,-0.5588706615252714,0.0030620383251712263,-0.03983376204843296,0.21873903635635722,-0.32456459676049554,-0.3031183574405169,True
fut_commodity/GAS_US,fut_commodity,30,90,long,1990-12-04,2010-12-06,2024-03-28,5008,3340,0.15028685280025014,0.027817961363413725,0.04037867851555146,-0.04413210357674323,-0.19118445661399922,-0.46729623803832543,0.00771977571078707,-0.020622765978129835,0.2315092054965515,-0.3066647905152554,-0.3128341490308394,True
fut_commodity/GAS_US,fut_commodity,30,200,long,1991-05-14,2011-02-08,2024-03-28,4942,3296,-0.008056796343940891,0.016976563573361428,-0.010178590394148413,-0.04463481308289163,-0.26623824681438046,-0.5200523199450523,-0.0027099300615797675,-0.023212438094071565,0.2321002467859463,-0.3103927398161131,-0.3077621925206987,True
fut_commodity/GAS_US,fut_commodity,40,100,long,1990-12-18,2010-12-10,2024-03-28,5002,3336,0.02798255347072865,0.0322613305287694,-0.0012716616383456848,-0.042046178131419476,-0.24176172650377997,-0.4672962380383254,-0.0003074391132150782,-0.019648020864701625,0.2316756062441504,-0.30313176217114374,-0.31233990892233965,True
fut_commodity/GAS_US,fut_commodity,50,150,long,1991-03-04,2011-01-10,2024-03-28,4972,3316,-0.014529671677881483,0.007991713337082299,-0.01132107492233381,-0.05313462682614193,-0.2776107542671923,-0.4789728930220664,-0.0031428521483044844,-0.025450045930565098,0.23305653933919968,-0.29966090306843113,-0.31307557139178055,True
fut_commodity/GAS_US,fut_commodity,50,200,long,1991-05-14,2011-02-08,2024-03-28,4942,3296,-0.023818331531008985,-0.04529131645887012,-0.013195969992499846,-0.07296913019828823,-0.2889254819669359,-0.5316928184717434,-0.0038126519901042414,-0.03879716249655948,0.23791450163167918,-0.3103927398161131,-0.3077621925206987,True
fut_commodity/GAS_US,fut_commodity,60,120,long,1991-01-18,2010-12-22,2024-03-28,4990,3328,0.04212086820082488,-0.009613777226142296,0.0023552936130969925,-0.06166632072112709,-0.2549448022528688,-0.4789728930220664,0.0006004698644384576,-0.029536496037824843,0.23348358868635014,-0.3085384569254962,-0.3085472817540547,True
fut_commodity/GAS_US,fut_commodity,60,132,long,1991-02-05,2010-12-30,2024-03-28,4983,3323,-0.0009951494494950814,-0.01792342526219384,-0.008132755086579827,-0.06563977881286698,-0.2755808933838872,-0.4789728930220663,-0.0022412319124320216,-0.031439674755327426,0.2335524718892745,-0.30139404209214266,-0.3119362184223986,True
fut_commodity/GAS_US,fut_commodity,60,180,long,1991-04-16,2011-01-27,2024-03-28,4954,3304,-0.06952962650736899,-0.011561998857126873,-0.0207892038379411,-0.06229602904193237,-0.3295124895279482,-0.5034287226945587,-0.006850302311943948,-0.03136161032952315,0.2392134319291081,-0.30123834093446633,-0.31271466465713976,True
fut_commodity/GAS_US,fut_commodity,60,400,long,1992-02-27,2011-06-07,2024-03-28,4822,3216,-0.06170505488594764,-0.013490113799113815,-0.018867787053465895,-0.057281375848412835,-0.33960567972068983,-0.5801075515724495,-0.006407607647117518,-0.033229358694124016,0.24485366484200974,-0.2799653433167639,-0.3236500647838015,True
fut_commodity/GAS_US,fut_commodity,62,758,long,1993-08-02,2012-01-03,2024-03-28,4608,3072,-0.12416405826308707,-0.10092679038909153,-0.028708221553540844,-0.08751119445958475,-0.37133646252794456,-0.5977282047587723,-0.01066040943716035,-0.05230790916062341,0.24046852107769084,-0.41202651555355124,-0.27915894236290006,True
fut_commodity/GAS_US,fut_commodity,74,758,long,1993-08-02,2012-01-03,2024-03-28,4608,3072,-0.0524117220011204,-0.12048348758559815,-0.018560157224931838,-0.0934308181293056,-0.30846240696627636,-0.6054078337523215,-0.005725110771274999,-0.05656374920937004,0.23989982589080097,-0.41202651555355124,-0.27915894236290006,True
fut_commodity/GAS_US,fut_commodity,80,144,long,1991-02-22,2011-01-06,2024-03-28,4976,3318,-0.0589613853923757,0.05858458116766552,-0.018934173065709766,-0.030934805141794898,-0.325376771679121,-0.47897289302206636,-0.006160740106534409,-0.014816933113839395,0.2384230416027134,-0.2987414267782249,-0.31328453152394276,True
fut_commodity/GAS_US,fut_commodity,80,300,long,1991-10-04,2011-04-07,2024-03-28,4882,3256,-0.0493187995216561,0.006512708639608,-0.016402802642067064,-0.04889658531552264,-0.33735525290101226,-0.5787166035031244,-0.005533571633599926,-0.028297265776700012,0.24408051932156827,-0.31658590571188006,-0.3082687839304693,True
fut_commodity/GAS_US,fut_commodity,100,200,long,1991-05-14,2011-02-08,2024-03-28,4942,3296,0.0026915617175695874,0.019517788605098896,-0.006343216598433735,-0.046823789562381084,-0.3300872014220313,-0.5377510372240124,-0.0020938146149907686,-0.025179541403929313,0.24398437504681017,-0.3103927398161131,-0.3077621925206987,True
fut_commodity/GAS_US,fut_commodity,100,250,long,1991-07-25,2011-03-09,2024-03-28,4912,3276,-0.08044402238275576,-0.004294189327393394,-0.020150716638597375,-0.05315246800179547,-0.3819930574142345,-0.5787166035031243,-0.007697433857865698,-0.030760215749807567,0.24368974756258518,-0.3145658749555983,-0.3055278083827758,True
fut_commodity/GAS_US,fut_commodity,100,300,long,1991-10-04,2011-04-07,2024-03-28,4882,3256,-0.07322940942876653,-0.015307655182722068,-0.0193443965114294,-0.05672552119832645,-0.3707721208367617,-0.5883652673883869,-0.007172362920849933,-0.033375326447598955,0.24374539852553315,-0.31658590571188006,-0.3082687839304693,True
fut_commodity/GAS_US,fut_commodity,100,400,long,1992-02-27,2011-06-07,2024-03-28,4822,3216,-0.16233600222441172,-0.045579066580412,-0.03322722683171824,-0.06602113842087759,-0.3928348671788586,-0.5975672316514329,-0.013052813239159843,-0.039452068916639875,0.24003682270313303,-0.2799653433167639,-0.3236500647838015,True
fut_commodity/GAS_US,fut_commodity,116,378,long,1992-01-27,2011-05-25,2024-03-28,4836,3224,-0.1697912851193482,-0.06144236904726242,-0.0343157112812497,-0.07105309142502304,-0.39367820582604396,-0.6054078337523217,-0.01350934764884692,-0.04301609816102886,0.23974069010876892,-0.29739840896523007,-0.3149258844857973,True
fut_commodity/GAS_US,fut_commodity,120,398,long,1992-02-25,2011-06-07,2024-03-28,4824,3216,-0.17850159824863404,-0.09155578075879907,-0.035478419494773816,-0.08148676736765495,-0.3983339421508821,-0.6109892647678008,-0.014132258698635962,-0.04978754008226832,0.23936266205076545,-0.280310043656072,-0.3236500647838015,True
fut_commodity/GAS_US,fut_commodity,134,750,long,1993-07-21,2011-12-27,2024-03-28,4612,3076,-0.028419948163105415,-0.1117261896707166,-0.01559899916004937,-0.080988607490355,-0.2626851127534623,-0.6361123723371711,-0.004097624853198732,-0.051517855242973705,0.23046747351130586,-0.40260921907561437,-0.2825856656138274,True
fut_commodity/GAS_US,fut_commodity,150,400,long,1992-02-27,2011-06-07,2024-03-28,4822,3216,-0.1680946093790984,-0.13580264951126678,-0.03457296253764303,-0.09480851098602723,-0.3856704765297243,-0.6238507698396157,-0.013333770936937096,-0.059146362565980756,0.2374800062808601,-0.2799653433167639,-0.3236500647838015,True
fut_commodity/GAS_US,fut_commodity,150,500,long,1992-07-21,2011-08-04,2024-03-28,4762,3176,0.025225741691142785,-0.166951404346426,-0.0018312242302843318,-0.10507260041022234,-0.2529180472719108,-0.6293078595464684,-0.0004631496564405211,-0.0661230132611384,0.23756605054368016,-0.333190650399164,-0.3054074040814282,True
fut_commodity/GAS_US,fut_commodity,150,710,long,1993-05-24,2011-12-02,2024-03-28,4636,3092,-0.028136565039524605,-0.1340019193568268,-0.015457598236544258,-0.08744449869637874,-0.2626851127534623,-0.6361123723371711,-0.004060480935664348,-0.055624527513588144,0.22821811870971254,-0.3824187864830853,-0.29181958731205604,True
fut_commodity/GAS_US,fut_commodity,162,678,long,1993-04-07,2011-11-15,2024-03-28,4656,3104,-0.004323533584856716,-0.09947179791075567,-0.009413139458601243,-0.07439614379940652,-0.2626851127534623,-0.6361123723371711,-0.0024726916000467323,-0.04732430752497781,0.22570935691611443,-0.3864477801166912,-0.290043966318787,True
fut_commodity/GAS_US,fut_commodity,174,698,long,1993-05-06,2011-11-28,2024-03-28,4644,3096,-0.0209558556989033,-0.08382890702394365,-0.013140943275038734,-0.06908373394031884,-0.27257590907384305,-0.6361123723371711,-0.003581904559281487,-0.043945017886686165,0.22568000535722152,-0.3875574341607815,-0.29022517095822475,True
