dir,t_entry,entry_bar,eval_bar,entry,sl,tp,risk,swing,zone_lo,zone_hi,tap,pivot,spread,tp_used,result,exit_t,dur_min,mfe_pips,gross_pips,time,exit_time,risk_pips,cost_pips,net_pips,month
-1,1609777440,1099,1100,1.22702,1.22783,1.2254,0.0008099999999999774,1.22773,1.22742,1.2279,1609776180,1609776600,4e-05,1.2254,1,1609779420,33.0,17.799999999998928,16.199999999999548,2021-01-04 16:24:00,2021-01-04 16:57:00,8.099999999999774,0.4,15.799999999999548,2021-01
-1,1609782300,1180,1185,1.22507,1.2272,1.2208100000000002,0.0021299999999999653,1.2271,1.22688,1.22712,1609777800,1609781700,3e-05,1.2208100000000002,-1,1609815480,553.0,9.40000000000163,-21.299999999999653,2021-01-04 17:45:00,2021-01-05 02:58:00,21.299999999999653,0.3,-21.599999999999653,2021-01
-1,1609847160,2259,2263,1.22827,1.22916,1.2264899999999999,0.0008900000000000574,1.22906,1.22861,1.22892,1609846320,1609846500,3e-05,1.2264899999999999,1,1609853520,106.0,18.000000000000238,17.80000000000115,2021-01-05 11:46:00,2021-01-05 13:32:00,8.900000000000574,0.3,17.500000000001148,2021-01
1,1609867200,2593,2603,1.22975,1.22916,1.2309299999999996,0.0005899999999998684,1.22926,1.22908,1.22936,1609866000,1609866900,3e-05,1.2309299999999996,-1,1609873320,102.0,7.300000000001194,-5.899999999998684,2021-01-05 17:20:00,2021-01-05 19:02:00,5.899999999998684,0.3,-6.199999999998684,2021-01
-1,1609903440,3190,3196,1.22902,1.22962,1.2278200000000001,0.0005999999999999339,1.22952,1.22817,1.22926,1609902060,1609902900,4e-05,1.2278200000000001,-1,1609906920,58.0,6.699999999999484,-5.999999999999339,2021-01-06 03:24:00,2021-01-06 04:22:00,5.999999999999339,0.4,-6.3999999999993396,2021-01
1,1609973820,4356,4359,1.23268,1.23207,1.2339,0.0006099999999999994,1.23217,1.232,1.233,1609965000,1609972500,8e-05,1.2339,1,1609975140,22.0,12.399999999999078,12.199999999999989,2021-01-06 22:57:00,2021-01-06 23:19:00,6.099999999999994,0.8,11.399999999999988,2021-01
-1,1609993680,4687,4719,1.23296,1.23323,1.23242,0.00026999999999999247,1.23313,1.23292,1.23357,1609992420,1609992900,3e-05,1.23242,1,1609995420,29.0,5.5000000000005045,5.399999999999849,2021-01-07 04:28:00,2021-01-07 04:57:00,2.6999999999999247,0.3,5.0999999999998495,2021-01
-1,1610007540,4918,4918,1.2298,1.23187,1.22566,0.0020700000000000163,1.23177,1.23166,1.23167,1610004600,1610006400,4e-05,1.22566,1,1610015040,125.0,42.69999999999996,41.400000000000325,2021-01-07 08:19:00,2021-01-07 10:24:00,20.700000000000163,0.4,41.00000000000033,2021-01
-1,1610024280,5197,5199,1.22689,1.22742,1.2258300000000002,0.0005299999999999194,1.22732,1.22668,1.2273,1610022360,1610023500,3e-05,1.2258300000000002,-1,1610025240,16.0,3.6999999999998145,-5.299999999999194,2021-01-07 12:58:00,2021-01-07 13:14:00,5.299999999999194,0.3,-5.599999999999194,2021-01
1,1610142060,7154,7163,1.22185,1.22155,1.2224500000000005,0.000300000000000189,1.22165,1.22126,1.22242,1610139600,1610141700,7e-05,1.2224500000000005,-1,1610316000,2899.0,5.499999999998284,-3.00000000000189,2021-01-08 21:41:00,2021-01-10 22:00:00,3.00000000000189,0.7,-3.70000000000189,2021-01
-1,1610396280,8509,8516,1.21616,1.2166,1.21528,0.00043999999999999595,1.2165,1.21623,1.21672,1610395200,1610395800,3e-05,1.21528,1,1610398740,41.0,8.899999999998354,8.799999999999919,2021-01-11 20:18:00,2021-01-11 20:59:00,4.3999999999999595,0.3,8.499999999999918,2021-01
-1,1610400420,8577,8585,1.21557,1.21587,1.21497,0.00029999999999996696,1.21577,1.21557,1.21594,1610398800,1610400000,3e-05,1.21497,1,1610402160,29.0,7.099999999999884,5.999999999999339,2021-01-11 21:27:00,2021-01-11 21:56:00,2.9999999999996696,0.3,5.699999999999339,2021-01
-1,1610441160,9251,9255,1.2159,1.21762,1.21246,0.0017199999999999438,1.21752,1.21745,1.21771,1610436660,1610440500,3e-05,1.21246,-1,1610443680,42.0,8.799999999999919,-17.199999999999438,2021-01-12 08:46:00,2021-01-12 09:28:00,17.199999999999438,0.3,-17.49999999999944,2021-01
1,1610498820,10206,10206,1.2213,1.2203,1.2233000000000003,0.001000000000000112,1.2204,1.2205,1.22054,1610494200,1610497800,4e-05,1.2233000000000003,-1,1610524740,432.0,9.699999999999154,-10.000000000001119,2021-01-13 00:47:00,2021-01-13 07:59:00,10.000000000001119,0.4,-10.40000000000112,2021-01
1,1610503920,10291,10299,1.22143,1.22122,1.22185,0.00021000000000004349,1.22132,1.22049,1.22146,1610503320,1610503500,4e-05,1.22185,1,1610505480,26.0,4.8000000000003595,4.20000000000087,2021-01-13 02:12:00,2021-01-13 02:38:00,2.100000000000435,0.4,3.80000000000087,2021-01
-1,1610535420,10815,10823,1.21779,1.2181899999999999,1.21699,0.00039999999999995595,1.21809,1.21778,1.2182,1610534220,1610535000,3e-05,1.21699,1,1610537520,35.0,8.699999999999264,7.999999999999119,2021-01-13 10:57:00,2021-01-13 11:32:00,3.9999999999995595,0.3,7.699999999999119,2021-01
-1,1610576820,11505,11513,1.21554,1.21638,1.2138600000000002,0.0008399999999999519,1.21628,1.21611,1.21652,1610575440,1610576400,0.00024,1.2138600000000002,-1,1610583120,105.0,1.500000000000945,-8.399999999999519,2021-01-13 22:27:00,2021-01-14 00:12:00,8.399999999999519,2.4,-10.79999999999952,2021-01
1,1610586600,11667,11667,1.21671,1.21616,1.21781,0.0005500000000000504,1.21626,1.21627,1.21652,1610584800,1610585700,4e-05,1.21781,-1,1610590860,71.0,4.699999999999704,-5.5000000000005045,2021-01-14 01:10:00,2021-01-14 02:21:00,5.5000000000005045,0.4,-5.900000000000505,2021-01
1,1610587800,11687,11687,1.2168,1.21589,1.2186200000000005,0.0009100000000001884,1.21599,1.2159,1.216,1610582460,1610585700,4e-05,1.2186200000000005,-1,1610590920,52.0,0.8999999999992347,-9.100000000001884,2021-01-14 01:30:00,2021-01-14 02:22:00,9.100000000001884,0.4,-9.500000000001885,2021-01
1,1610620200,12227,12227,1.2162,1.21557,1.2174599999999998,0.0006299999999999084,1.21567,1.21566,1.21652,1610618520,1610618700,3e-05,1.2174599999999998,-1,1610623200,50.0,4.999999999999449,-6.299999999999084,2021-01-14 10:30:00,2021-01-14 11:20:00,6.299999999999084,0.3,-6.599999999999084,2021-01
-1,1610700360,13554,13563,1.2124,1.21315,1.2108999999999999,0.0007500000000000284,1.21305,1.21218,1.21323,1610699520,1610700000,3e-05,1.2108999999999999,-1,1610701080,12.0,2.5999999999992696,-7.500000000000284,2021-01-15 08:46:00,2021-01-15 08:58:00,7.500000000000284,0.3,-7.800000000000284,2021-01
1,1610953800,14889,14899,1.20818,1.20737,1.2098,0.0008099999999999774,1.20747,1.20764,1.20786,1610953200,1610953500,4e-05,1.2098,-1,1610955780,33.0,4.899999999998794,-8.099999999999774,2021-01-18 07:10:00,2021-01-18 07:43:00,8.099999999999774,0.4,-8.499999999999774,2021-01
1,1611004200,15729,15739,1.20773,1.2073800000000001,1.2084299999999997,0.00034999999999985043,1.20748,1.20748,1.20751,1611003660,1611003900,9e-05,1.2084299999999997,1,1611015120,182.0,7.200000000000539,6.999999999997009,2021-01-18 21:10:00,2021-01-19 00:12:00,3.4999999999985043,0.9,6.099999999997008,2021-01
1,1611045660,16396,16405,1.21124,1.20842,1.2168800000000002,0.0028200000000000447,1.20852,1.20841,1.2088,1611040980,1611045300,3e-05,1.2168800000000002,-1,1611154320,1811.0,45.699999999999626,-28.200000000000447,2021-01-19 08:41:00,2021-01-20 14:52:00,28.200000000000447,0.3,-28.500000000000448,2021-01
1,1611049140,16454,16454,1.21153,1.21016,1.2142700000000002,0.0013700000000000934,1.21026,1.2102,1.21047,1611047520,1611047700,3e-05,1.2142700000000002,1,1611065640,275.0,29.399999999999427,27.400000000001867,2021-01-19 09:39:00,2021-01-19 14:14:00,13.700000000000934,0.3,27.100000000001867,2021-01
1,1611054000,16535,16535,1.21297,1.2122600000000001,1.21439,0.0007099999999999884,1.21236,1.21242,1.21248,1611052320,1611052500,3e-05,1.21439,1,1611065640,194.0,14.999999999998348,14.199999999999768,2021-01-19 11:00:00,2021-01-19 14:14:00,7.099999999999884,0.3,13.899999999999768,2021-01
-1,1611075540,16894,16895,1.21246,1.2136,1.2101800000000003,0.0011399999999999189,1.2135,1.21333,1.21351,1611070500,1611074700,3e-05,1.2101800000000003,-1,1611097920,373.0,8.20000000000043,-11.399999999999189,2021-01-19 16:59:00,2021-01-19 23:12:00,11.399999999999189,0.3,-11.69999999999919,2021-01
-1,1611140580,17975,17982,1.21187,1.21307,1.2094699999999998,0.0012000000000000899,1.21297,1.21287,1.2134,1611135960,1611140100,3e-05,1.2094699999999998,1,1611154260,228.0,30.600000000000627,24.000000000001798,2021-01-20 11:03:00,2021-01-20 14:51:00,12.000000000000899,0.3,23.700000000001797,2021-01
-1,1611146100,18067,18077,1.21105,1.21157,1.2100099999999998,0.000520000000000076,1.21147,1.21139,1.21181,1611144540,1611145800,3e-05,1.2100099999999998,1,1611146940,14.0,13.699999999998713,10.40000000000152,2021-01-20 12:35:00,2021-01-20 12:49:00,5.20000000000076,0.3,10.100000000001518,2021-01
1,1611223320,19339,19342,1.2143,1.21371,1.2154799999999997,0.0005899999999998684,1.21381,1.21366,1.214,1611221400,1611222600,4e-05,1.2154799999999997,-1,1611225240,32.0,3.900000000001125,-5.899999999998684,2021-01-21 10:02:00,2021-01-21 10:34:00,5.899999999998684,0.4,-6.299999999998684,2021-01
1,1611230580,19460,19467,1.21452,1.21314,1.21728,0.0013799999999999368,1.21324,1.21325,1.2133,1611227640,1611230100,3e-05,1.21728,1,1611237060,108.0,27.800000000000047,27.599999999998737,2021-01-21 12:03:00,2021-01-21 13:51:00,13.799999999999368,0.3,27.299999999998736,2021-01
1,1611253500,19842,19847,1.21526,1.21471,1.21636,0.0005500000000000504,1.21481,1.21463,1.21484,1611252000,1611252900,3e-05,1.21636,1,1611259620,102.0,11.900000000000244,11.000000000001009,2021-01-21 18:25:00,2021-01-21 20:07:00,5.5000000000005045,0.3,10.700000000001008,2021-01
1,1611310320,20783,20783,1.21754,1.21587,1.2208800000000002,0.0016700000000000603,1.21597,1.21601,1.21653,1611308640,1611308700,2e-05,1.2208800000000002,-1,1611321060,179.0,12.099999999999334,-16.700000000000603,2021-01-22 10:12:00,2021-01-22 13:11:00,16.700000000000603,0.2,-16.900000000000603,2021-01
-1,1611583800,22456,22466,1.21491,1.21534,1.2140499999999996,0.0004300000000001525,1.21524,1.21505,1.21543,1611583320,1611583500,3e-05,1.2140499999999996,1,1611584820,17.0,8.699999999999264,8.60000000000305,2021-01-25 14:10:00,2021-01-25 14:27:00,4.300000000001525,0.3,8.300000000003049,2021-01
1,1611601320,22748,22748,1.21432,1.21391,1.21514,0.00041000000000002146,1.21401,1.21278,1.21404,1611599640,1611599700,3e-05,1.21514,-1,1611602400,18.0,1.1999999999989797,-4.100000000000215,2021-01-25 19:02:00,2021-01-25 19:20:00,4.100000000000215,0.3,-4.400000000000214,2021-01
-1,1611606300,22831,22866,1.21374,1.21487,1.2114800000000003,0.0011299999999998533,1.21477,1.21436,1.21481,1611595260,1611606000,3e-05,1.2114800000000003,1,1611646620,672.0,25.399999999999867,22.599999999997067,2021-01-25 20:25:00,2021-01-26 07:37:00,11.299999999998533,0.3,22.299999999997066,2021-01
-1,1611682860,24098,24107,1.21532,1.2164,1.21316,0.0010799999999999699,1.2163,1.21628,1.21629,1611678600,1611682500,3e-05,1.21316,-1,1611686700,64.0,0.7999999999985796,-10.799999999999699,2021-01-26 17:41:00,2021-01-26 18:45:00,10.799999999999699,0.3,-11.0999999999997,2021-01
-1,1611716760,24651,24655,1.21575,1.21607,1.2151100000000004,0.00031999999999987594,1.21597,1.21582,1.21599,1611715560,1611716100,4e-05,1.2151100000000004,-1,1611725940,153.0,4.500000000000615,-3.1999999999987594,2021-01-27 03:06:00,2021-01-27 05:39:00,3.1999999999987594,0.4,-3.5999999999987593,2021-01
-1,1611734100,24939,24949,1.21536,1.21606,1.2139600000000002,0.0006999999999999229,1.21596,1.21579,1.21609,1611733380,1611733800,3e-05,1.2139600000000002,1,1611738660,76.0,17.000000000000348,13.999999999998458,2021-01-27 07:55:00,2021-01-27 09:11:00,6.999999999999229,0.3,13.699999999998457,2021-01
-1,1611761100,25389,25389,1.20716,1.20819,1.2050999999999998,0.0010300000000000864,1.20809,1.20779,1.20822,1611759900,1611760200,2e-05,1.2050999999999998,-1,1611761640,9.0,1.9999999999997797,-10.300000000000864,2021-01-27 15:25:00,2021-01-27 15:34:00,10.300000000000864,0.2,-10.500000000000863,2021-01
1,1611829980,26532,26532,1.21081,1.21015,1.2121299999999997,0.0006599999999998829,1.21025,1.21034,1.21054,1611826200,1611827700,3e-05,1.2121299999999997,-1,1611832980,50.0,9.200000000000319,-6.599999999998829,2021-01-28 10:33:00,2021-01-28 11:23:00,6.599999999998829,0.3,-6.899999999998829,2021-01
1,1611846120,26801,26809,1.21345,1.2120900000000001,1.2161699999999995,0.0013599999999998058,1.21219,1.21231,1.21246,1611843600,1611845700,3e-05,1.2161699999999995,-1,1611849600,58.0,7.200000000000539,-13.599999999998058,2021-01-28 15:02:00,2021-01-28 16:00:00,13.599999999998058,0.3,-13.899999999998059,2021-01
-1,1611898560,27672,27676,1.20963,1.21028,1.20833,0.0006500000000000394,1.21018,1.21008,1.21219,1611896040,1611897900,3e-05,1.20833,-1,1611901500,49.0,1.8999999999991246,-6.500000000000394,2021-01-29 05:36:00,2021-01-29 06:25:00,6.500000000000394,0.3,-6.800000000000394,2021-01
1,1611913380,27919,27921,1.2111,1.21047,1.2123600000000003,0.0006300000000001305,1.21057,1.21068,1.21074,1611912240,1611912600,3e-05,1.2123600000000003,1,1611915840,41.0,18.000000000000238,12.60000000000261,2021-01-29 09:43:00,2021-01-29 10:24:00,6.300000000001305,0.3,12.300000000002608,2021-01
1,1611933780,28259,28259,1.21402,1.21358,1.2149,0.00043999999999999595,1.21368,1.21331,1.21437,1611931380,1611931800,3e-05,1.2149,1,1611934260,8.0,9.399999999999409,8.799999999999919,2021-01-29 15:23:00,2021-01-29 15:31:00,4.3999999999999595,0.3,8.499999999999918,2021-01
-1,1612179300,29350,29360,1.20762,1.20831,1.2062399999999998,0.0006900000000000794,1.20821,1.20809,1.20892,1612177980,1612179000,3e-05,1.2062399999999998,-1,1612180320,17.0,3.6999999999998145,-6.900000000000794,2021-02-01 11:35:00,2021-02-01 11:52:00,6.900000000000794,0.3,-7.200000000000794,2021-02
-1,1612339980,32021,32023,1.20363,1.20433,1.2022300000000001,0.0006999999999999229,1.20423,1.20394,1.20418,1612336320,1612339200,3e-05,1.2022300000000001,1,1612342860,48.0,15.000000000000568,13.999999999998458,2021-02-03 08:13:00,2021-02-03 09:01:00,6.999999999999229,0.3,13.699999999998457,2021-02
-1,1612352760,32234,32234,1.20192,1.20252,1.2007200000000002,0.0005999999999999339,1.20242,1.20216,1.20341,1612349220,1612351200,3e-05,1.2007200000000002,1,1612354740,33.0,13.500000000001844,11.999999999998678,2021-02-03 11:46:00,2021-02-03 12:19:00,5.999999999999339,0.3,11.699999999998678,2021-02
1,1612381800,32718,32728,1.20266,1.20201,1.2039600000000001,0.0006500000000000394,1.20211,1.20156,1.20241,1612373640,1612379700,3e-05,1.2039600000000001,1,1612393500,195.0,13.099999999999223,13.000000000000789,2021-02-03 19:50:00,2021-02-03 23:05:00,6.500000000000394,0.3,12.700000000000788,2021-02
-1,1612418460,33323,33332,1.20149,1.20183,1.20081,0.00034000000000000696,1.20173,1.20156,1.20197,1612416960,1612418100,3e-05,1.20081,1,1612419420,16.0,6.999999999999229,6.800000000000139,2021-02-04 06:01:00,2021-02-04 06:17:00,3.4000000000000696,0.3,6.500000000000139,2021-02
1,1612505820,34764,34772,1.19618,1.19584,1.19686,0.00034000000000000696,1.19594,1.19563,1.19621,1612504800,1612505400,3e-05,1.19686,1,1612512180,106.0,7.399999999999629,6.800000000000139,2021-02-05 06:17:00,2021-02-05 08:03:00,3.4000000000000696,0.3,6.500000000000139,2021-02
1,1612525020,35084,35092,1.19755,1.19676,1.1991299999999996,0.0007899999999998464,1.19686,1.1965,1.19719,1612522800,1612524600,3e-05,1.1991299999999996,1,1612528320,55.0,17.500000000001403,15.799999999996928,2021-02-05 11:37:00,2021-02-05 12:32:00,7.899999999998464,0.3,15.499999999996927,2021-02
1,1612546860,35448,35457,1.20356,1.20324,1.2041999999999997,0.00031999999999987594,1.20334,1.20333,1.20337,1612544400,1612546500,3e-05,1.2041999999999997,1,1612549020,36.0,7.600000000000939,6.399999999997519,2021-02-05 17:41:00,2021-02-05 18:17:00,3.1999999999987594,0.3,6.099999999997519,2021-02
1,1612815060,37033,37042,1.20548,1.20505,1.2063400000000004,0.0004300000000001525,1.20515,1.20519,1.20545,1612814520,1612814700,3e-05,1.2063400000000004,-1,1612817760,45.0,2.6999999999999247,-4.300000000001525,2021-02-08 20:11:00,2021-02-08 20:56:00,4.300000000001525,0.3,-4.600000000001525,2021-02
1,1612921800,38782,38792,1.21148,1.21078,1.2128799999999997,0.0006999999999999229,1.21088,1.21017,1.21127,1612917780,1612920600,4e-05,1.2128799999999997,1,1612927200,90.0,14.300000000000423,13.999999999998458,2021-02-10 01:50:00,2021-02-10 03:20:00,6.999999999999229,0.4,13.599999999998458,2021-02
1,1612941240,39105,39106,1.21263,1.21218,1.2135300000000002,0.00045000000000006146,1.21228,1.21163,1.21236,1612937760,1612940400,3e-05,1.2135300000000002,1,1612946100,81.0,10.599999999998388,9.00000000000123,2021-02-10 07:14:00,2021-02-10 08:35:00,4.500000000000615,0.3,8.700000000001229,2021-02
-1,1612957920,39383,39391,1.21252,1.21317,1.21122,0.0006500000000000394,1.21307,1.21273,1.21285,1612953120,1612956300,3e-05,1.21122,-1,1612963800,98.0,12.099999999999334,-6.500000000000394,2021-02-10 11:52:00,2021-02-10 13:30:00,6.500000000000394,0.3,-6.800000000000394,2021-02
-1,1612993260,39971,39980,1.21169,1.21202,1.2110299999999996,0.0003300000000001635,1.21192,1.21185,1.21234,1612992600,1612992900,4e-05,1.2110299999999996,-1,1613011740,308.0,3.4999999999985043,-3.300000000001635,2021-02-10 21:41:00,2021-02-11 02:49:00,3.300000000001635,0.4,-3.700000000001635,2021-02
-1,1613033160,40623,40623,1.21232,1.21272,1.2115200000000002,0.00039999999999995595,1.21262,1.21239,1.21256,1613030400,1613032200,3e-05,1.2115200000000002,-1,1613034420,21.0,3.5000000000007248,-3.9999999999995595,2021-02-11 08:46:00,2021-02-11 09:07:00,3.9999999999995595,0.3,-4.299999999999559,2021-02
-1,1613063100,41122,41132,1.21259,1.21337,1.21103,0.0007800000000000029,1.21327,1.21318,1.21338,1613059200,1613062800,2e-05,1.21103,-1,1613074440,189.0,4.20000000000087,-7.800000000000029,2021-02-11 17:05:00,2021-02-11 20:14:00,7.800000000000029,0.2,-8.000000000000028,2021-02
-1,1613122740,42097,42103,1.21065,1.21125,1.2094500000000001,0.0005999999999999339,1.21115,1.21058,1.21129,1613120580,1613122200,3e-05,1.2094500000000001,-1,1613126160,57.0,4.500000000000615,-5.999999999999339,2021-02-12 09:39:00,2021-02-12 10:36:00,5.999999999999339,0.3,-6.299999999999339,2021-02
1,1613154840,42632,42633,1.21215,1.2118,1.2128500000000002,0.0003500000000000725,1.2119,1.21188,1.21213,1613153400,1613154000,3e-05,1.2128500000000002,-1,1613158920,68.0,1.8999999999991246,-3.5000000000007248,2021-02-12 18:34:00,2021-02-12 19:42:00,3.5000000000007248,0.3,-3.8000000000007246,2021-02
1,1613348100,42965,42970,1.21189,1.21157,1.2125299999999997,0.00031999999999987594,1.21167,1.21162,1.21197,1613347200,1613347500,3e-05,1.2125299999999997,1,1613352960,81.0,7.099999999999884,6.399999999997519,2021-02-15 00:15:00,2021-02-15 01:36:00,3.1999999999987594,0.3,6.099999999997519,2021-02
-1,1613453460,44698,44698,1.21366,1.2142,1.21258,0.0005399999999999849,1.2141,1.21406,1.21409,1613451780,1613451900,4e-05,1.21258,-1,1613458860,90.0,3.8999999999989043,-5.399999999999849,2021-02-16 05:31:00,2021-02-16 07:01:00,5.399999999999849,0.4,-5.79999999999985,2021-02
-1,1613461620,44834,44837,1.213,1.21351,1.21198,0.0005100000000000104,1.21341,1.21327,1.2136,1613460600,1613460900,3e-05,1.21198,-1,1613462400,13.0,1.7000000000000348,-5.1000000000001044,2021-02-16 07:47:00,2021-02-16 08:00:00,5.1000000000001044,0.3,-5.400000000000104,2021-02
1,1613469600,44967,44967,1.21559,1.21438,1.2180099999999998,0.0012099999999999334,1.21448,1.21423,1.21456,1613467980,1613468100,3e-05,1.2180099999999998,-1,1613481120,192.0,13.400000000001189,-12.099999999999334,2021-02-16 10:00:00,2021-02-16 13:12:00,12.099999999999334,0.3,-12.399999999999334,2021-02
-1,1613493780,45370,45377,1.21118,1.21248,1.2085799999999998,0.0013000000000000789,1.21238,1.21225,1.21255,1613491380,1613493300,3e-05,1.2085799999999998,1,1613523840,501.0,26.599999999998847,26.000000000001577,2021-02-16 16:43:00,2021-02-17 01:04:00,13.000000000000789,0.3,25.700000000001577,2021-02
-1,1613520540,45811,45811,1.20907,1.2099,1.2074100000000003,0.0008299999999998864,1.2098,1.20962,1.20983,1613518740,1613519400,4e-05,1.2074100000000003,1,1613546160,427.0,17.400000000000748,16.599999999997728,2021-02-17 00:09:00,2021-02-17 07:16:00,8.299999999998864,0.4,16.19999999999773,2021-02
-1,1613560140,46471,46477,1.20649,1.20703,1.20541,0.0005399999999999849,1.20693,1.20636,1.2075,1613557860,1613559600,3e-05,1.20541,1,1613568600,141.0,21.500000000000963,10.799999999999699,2021-02-17 11:09:00,2021-02-17 13:30:00,5.399999999999849,0.3,10.499999999999698,2021-02
1,1613639400,47787,47797,1.2065,1.20531,1.2088799999999995,0.0011899999999998023,1.20541,1.20442,1.20545,1613637060,1613639100,2e-05,1.2088799999999995,1,1613655720,272.0,24.800000000000377,23.799999999996047,2021-02-18 09:10:00,2021-02-18 13:42:00,11.899999999998023,0.2,23.599999999996047,2021-02
-1,1613656740,48076,48077,1.20846,1.20908,1.2072200000000004,0.0006199999999998429,1.20898,1.20856,1.20948,1613653980,1613655600,2e-05,1.2072200000000004,1,1613659200,41.0,14.000000000000679,12.399999999996858,2021-02-18 13:59:00,2021-02-18 14:40:00,6.199999999998429,0.2,12.199999999996859,2021-02
1,1613678880,48445,48452,1.20866,1.20836,1.20926,0.00029999999999996696,1.20846,1.20775,1.20857,1613677380,1613678400,3e-05,1.20926,1,1613679960,18.0,6.099999999999994,5.999999999999339,2021-02-18 20:08:00,2021-02-18 20:26:00,2.9999999999996696,0.3,5.699999999999339,2021-02
1,1613682600,48507,48517,1.20916,1.20894,1.2096000000000002,0.000220000000000109,1.20904,1.20895,1.20911,1613682180,1613682300,3e-05,1.2096000000000002,-1,1613685600,50.0,2.8999999999990145,-2.20000000000109,2021-02-18 21:10:00,2021-02-18 22:00:00,2.20000000000109,0.3,-2.50000000000109,2021-02
1,1613717760,49081,49085,1.20953,1.20901,1.2105700000000001,0.000520000000000076,1.20911,1.20882,1.20911,1613711760,1613715900,3e-05,1.2105700000000001,1,1613719020,21.0,11.399999999999189,10.40000000000152,2021-02-19 06:56:00,2021-02-19 07:17:00,5.20000000000076,0.3,10.100000000001518,2021-02
1,1613721660,49146,49146,1.21131,1.20985,1.2142300000000001,0.0014600000000000168,1.20995,1.2098,1.21013,1613719800,1613720100,3e-05,1.2142300000000001,1,1613731740,168.0,29.69999999999917,29.200000000000337,2021-02-19 08:01:00,2021-02-19 10:49:00,14.600000000000168,0.3,28.900000000000336,2021-02
1,1613726640,49229,49230,1.21335,1.21263,1.2147899999999996,0.0007199999999998319,1.21273,1.21128,1.21323,1613725200,1613725800,3e-05,1.2147899999999996,-1,1613741820,253.0,10.900000000000354,-7.199999999998319,2021-02-19 09:24:00,2021-02-19 13:37:00,7.199999999998319,0.3,-7.499999999998319,2021-02
-1,1613762640,49829,49835,1.21121,1.2115799999999999,1.21047,0.00036999999999998145,1.21148,1.21136,1.21155,1613761500,1613762100,2e-05,1.21047,-1,1613764320,28.0,0.9999999999998899,-3.6999999999998145,2021-02-19 19:24:00,2021-02-19 19:52:00,3.6999999999998145,0.2,-3.8999999999998147,2021-02
-1,1613766900,49900,49910,1.21178,1.21205,1.21124,0.00026999999999999247,1.21195,1.21175,1.21273,1613765160,1613766600,2e-05,1.21124,-1,1613945040,2969.0,3.8000000000004697,-2.6999999999999247,2021-02-19 20:35:00,2021-02-21 22:04:00,2.6999999999999247,0.2,-2.899999999999925,2021-02
1,1613953800,50131,50141,1.21269,1.21194,1.21419,0.0007500000000000284,1.21204,1.21132,1.21221,1613952060,1613953500,3e-05,1.21419,-1,1613960220,107.0,8.599999999998609,-7.500000000000284,2021-02-22 00:30:00,2021-02-22 02:17:00,7.500000000000284,0.3,-7.800000000000284,2021-02
1,1613988660,50708,50708,1.21143,1.21022,1.2138499999999999,0.0012099999999999334,1.21032,1.21022,1.21052,1613987520,1613987700,3e-05,1.2138499999999999,1,1613993100,74.0,27.800000000000047,24.199999999998667,2021-02-22 10:11:00,2021-02-22 11:25:00,12.099999999999334,0.3,23.899999999998666,2021-02
1,1613995800,50827,50837,1.21359,1.2125,1.21577,0.0010900000000000354,1.2126,1.21207,1.21263,1613992080,1613995500,3e-05,1.21577,1,1614013560,296.0,21.800000000000708,21.800000000000708,2021-02-22 12:10:00,2021-02-22 17:06:00,10.900000000000354,0.3,21.500000000000707,2021-02
1,1614017520,51189,51197,1.21647,1.21624,1.2169299999999998,0.00022999999999995246,1.21634,1.21518,1.21639,1614016860,1614017100,2e-05,1.2169299999999998,1,1614019440,32.0,4.60000000000127,4.599999999999049,2021-02-22 18:12:00,2021-02-22 18:44:00,2.2999999999995246,0.2,4.399999999999049,2021-02
1,1614018600,51207,51207,1.21668,1.2144,1.22124,0.0022800000000000598,1.2145,1.21351,1.21485,1614011400,1614017100,2e-05,1.22124,-1,1614076860,971.0,13.300000000000534,-22.800000000000598,2021-02-22 18:30:00,2021-02-23 10:41:00,22.800000000000598,0.2,-23.000000000000597,2021-02
-1,1614032820,51438,51438,1.2158,1.21616,1.2150800000000002,0.00035999999999991594,1.21606,1.21563,1.21631,1614030900,1614031200,5e-05,1.2150800000000002,-1,1614035280,41.0,0.8000000000008001,-3.5999999999991594,2021-02-22 22:27:00,2021-02-22 23:08:00,3.5999999999991594,0.5,-4.099999999999159,2021-02
1,1614039060,51541,51550,1.21637,1.21611,1.2168899999999998,0.00025999999999992696,1.21621,1.21585,1.21654,1614036600,1614038700,3e-05,1.2168899999999998,1,1614041400,39.0,6.099999999999994,5.199999999998539,2021-02-23 00:11:00,2021-02-23 00:50:00,2.5999999999992696,0.3,4.899999999998539,2021-02
-1,1614076080,52155,52162,1.21511,1.21555,1.21423,0.00043999999999999595,1.21545,1.21504,1.21532,1614074700,1614075600,3e-05,1.21423,-1,1614081300,87.0,7.800000000000029,-4.3999999999999595,2021-02-23 10:28:00,2021-02-23 11:55:00,4.3999999999999595,0.3,-4.699999999999959,2021-02
-1,1614120120,52881,52881,1.21499,1.21548,1.2140100000000003,0.0004899999999998794,1.21538,1.21519,1.21529,1614118380,1614119100,0.0001,1.2140100000000003,-1,1614123240,52.0,7.099999999999884,-4.899999999998794,2021-02-23 22:42:00,2021-02-23 23:34:00,4.899999999998794,1.0,-5.899999999998794,2021-02
